#{"t_start": 1774087838.525764, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
85.0,329,418.839313
185.0,603,419.641112
185.0,479,420.290285
365.0,812,421.424999
320.0,714,422.396631
395.0,702,423.39228
205.0,398,423.934987
250.0,651,424.802493
370.0,760,425.847635
330.0,804,426.91464
170.0,426,427.486798
60.0,285,427.89744
140.0,488,428.573544
95.0,275,428.941225
105.0,267,429.296365
165.0,473,429.952548
270.0,702,430.92477
90.0,295,431.292829
595.0,873,432.461032
185.0,513,433.165309
155.0,498,433.836695
265.0,708,434.782515
110.0,335,435.222149
580.0,900,436.424919
345.0,633,437.278694
120.0,313,437.692986
235.0,469,438.361669
225.0,722,439.326229
200.0,476,439.965855
190.0,398,440.510432
320.0,780,441.594526
180.0,548,442.369211
195.0,378,442.916083
270.0,955,444.251737
320.0,798,445.330458
255.0,626,446.186362
305.0,868,447.365202
300.0,651,448.250013
225.0,501,448.929611
140.0,379,449.443481
85.0,301,449.833069
75.0,353,450.307324
325.0,682,451.198395
295.0,680,452.111064
295.0,533,452.851555
375.0,925,454.076494
180.0,468,454.689936
295.0,766,455.710855
230.0,615,456.514485
450.0,1040,457.895545
190.0,701,458.833255
485.0,667,459.759331
280.0,649,460.647765
70.0,451,461.264115
160.0,456,461.888186
210.0,1138,463.47758
205.0,481,464.111473
90.0,464,464.731035
390.0,724,465.711172
170.0,308,466.125361
260.0,634,466.965853
185.0,524,467.657505
265.0,643,468.523761
345.0,847,469.654447
300.0,649,470.523484
325.0,653,471.394864
190.0,484,472.039629
215.0,600,472.859209
300.0,807,473.954267
345.0,713,474.903724
195.0,496,475.577282
45.0,330,476.020605
240.0,436,476.602378
465.0,791,477.662241
235.0,548,478.428643
400.0,846,479.53565
340.0,722,480.507261
355.0,663,481.401622
505.0,703,482.347296
75.0,290,482.731944
215.0,657,483.623128
75.0,273,483.971837
155.0,418,484.536719
190.0,463,485.179524
135.0,358,485.657268
250.0,671,486.550342
180.0,548,487.276026
185.0,517,488.016042
320.0,828,489.139617
255.0,832,490.272803
165.0,315,490.69877
25.0,270,491.054222
205.0,632,491.914414
240.0,634,492.768578
190.0,495,493.436238
245.0,616,494.253255
125.0,375,494.740589
190.0,458,495.357262
370.0,935,496.590947
375.0,833,497.679845
365.0,805,498.788877
245.0,617,499.614324
185.0,483,500.244716
140.0,416,500.800459
270.0,530,501.505282
135.0,509,502.197404
205.0,514,502.937361
90.0,362,503.427199
90.0,265,503.760727
60.0,280,504.126283
455.0,924,505.33321
160.0,473,505.975784
345.0,654,506.875939
260.0,546,507.620709
255.0,435,508.251768
280.0,620,509.105275
470.0,744,510.106505
215.0,637,510.983984
270.0,573,511.776749
720.0,1269,513.455895
510.0,671,514.365818
205.0,630,515.21288
285.0,686,516.119145
200.0,622,516.977531
115.0,438,517.560227
175.0,487,518.248055
155.0,377,518.756437
265.0,648,519.631365
335.0,770,520.67349
495.0,738,521.652102
115.0,290,522.034023
330.0,757,523.032456
190.0,491,523.698503
275.0,633,524.543002
190.0,475,525.178646
170.0,447,525.770087
155.0,396,526.285573
205.0,506,526.971578
465.0,818,528.062887
180.0,685,528.956148
300.0,631,529.797814
70.0,295,530.183868
280.0,613,530.989427
90.0,305,531.391108
210.0,438,531.960662
175.0,403,532.474659
335.0,739,533.46424
480.0,942,534.684553
310.0,810,535.757646
200.0,475,536.409711
165.0,368,536.906327
35.0,234,537.200052
190.0,502,537.916772
30.0,249,538.228804
375.0,727,539.191975
135.0,412,539.755342
20.0,279,540.112164
200.0,521,540.826232
260.0,668,541.723711
290.0,730,542.720874
45.0,247,543.038892
360.0,969,544.36135
120.0,500,545.043448
175.0,487,545.689229
270.0,893,546.855122
255.0,546,547.570742
230.0,641,548.433355
105.0,273,548.7922
115.0,412,549.327625
140.0,411,549.887888
320.0,675,550.776447
130.0,290,551.160644
210.0,496,551.821728
200.0,673,552.695684
505.0,1041,554.074856
125.0,461,554.703677
525.0,983,556.045093
200.0,351,556.531924
190.0,460,557.164304
115.0,371,557.680577
400.0,831,558.81118
155.0,504,559.489592
175.0,532,560.194243
95.0,308,560.612264
235.0,463,561.252541
220.0,616,562.088792
380.0,1026,563.499769
305.0,815,564.57107
80.0,296,564.9505
345.0,728,565.90605
270.0,665,566.804145
260.0,553,567.554439
125.0,408,568.120341
95.0,374,568.601049
315.0,690,569.521444
540.0,752,570.530599
420.0,845,571.653932
455.0,741,572.661005
215.0,494,573.331723
890.0,966,574.607882
270.0,575,575.359312
250.0,646,576.239339
240.0,621,577.07295
355.0,782,578.140036
245.0,493,578.792367
125.0,386,579.29411
145.0,505,579.964523
190.0,467,580.580513
275.0,495,581.250513
95.0,353,581.717759
120.0,283,581.999056
