#{"t_start": 1773918864.940496, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,624,300.700384
0.0,523,301.096894
11.0,1107,302.001288
3.0,931,302.757324
3.0,891,303.493819
1.0,652,304.008686
2.0,746,304.599317
14.0,1502,305.860797
0.0,516,306.281737
1.0,630,306.793562
1.0,628,307.294906
2.0,826,307.965085
3.0,1022,308.796636
1.0,627,309.304806
0.0,538,309.714861
1.0,639,310.213395
0.0,512,310.606395
0.0,527,311.009995
1.0,699,311.576067
1.0,648,312.087199
0.0,536,312.507182
2.0,740,313.138019
0.0,497,313.533762
1.0,634,314.039789
0.0,523,314.465654
0.0,530,314.891446
4.0,1069,315.804979
3.0,1010,316.634266
3.0,938,317.410009
3.0,1018,318.245469
0.0,540,318.659866
5.0,1301,319.724654
4.0,1118,320.643353
1.0,620,321.141248
0.0,532,321.556507
0.0,513,321.95453
1.0,626,322.451634
0.0,520,322.856092
0.0,532,323.269711
1.0,638,323.788223
5.0,1200,324.78465
0.0,543,325.218734
4.0,1047,326.103741
2.0,927,326.850124
1.0,630,327.344528
0.0,534,327.749997
0.0,534,328.159231
0.0,538,328.580726
4.0,1110,329.501898
1.0,651,330.021894
2.0,808,330.686353
2.0,798,331.341179
0.0,536,331.747668
1.0,714,332.315901
3.0,867,333.025197
4.0,1208,334.007379
1.0,632,334.509142
1.0,642,335.008299
5.0,1406,336.18857
3.0,1091,337.081653
5.0,1199,338.056378
0.0,530,338.472474
0.0,523,338.87095
1.0,644,339.367023
0.0,516,339.771209
2.0,935,340.521319
0.0,529,340.936649
2.0,809,341.586628
2.0,817,342.248978
0.0,541,342.666582
0.0,523,343.069581
0.0,539,343.480706
1.0,639,343.982147
1.0,649,344.497467
0.0,525,344.905886
0.0,533,345.329654
3.0,877,346.05352
4.0,1222,347.03825
1.0,635,347.537783
0.0,515,347.931713
0.0,536,348.34503
1.0,691,348.896633
9.0,1628,350.214608
1.0,637,350.71716
0.0,519,351.111439
0.0,536,351.523298
1.0,712,352.082392
2.0,838,352.741885
7.0,1690,354.1257
2.0,814,354.786282
4.0,1063,355.681956
0.0,518,356.099042
1.0,635,356.604108
2.0,836,357.270319
0.0,516,357.673133
2.0,831,358.33516
1.0,723,358.915303
0.0,507,359.310592
1.0,652,359.821208
