#{"t_start": 1773919558.0729876, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
15.0,1783,382.362498
12.0,2006,384.282872
14.0,1531,385.741148
10.0,2006,387.6738
17.0,1805,389.423946
20.0,1310,390.661849
22.0,2100,392.653655
14.0,1482,394.038581
7.0,1434,395.360607
15.0,2362,397.582767
9.0,1715,399.206064
24.0,1950,401.041191
5.0,1490,402.477683
21.0,1960,404.357813
17.0,2619,406.856726
14.0,2222,408.989154
15.0,2438,411.320653
26.0,1718,412.996017
21.0,2085,414.983406
12.0,1970,416.864487
22.0,2525,419.266971
20.0,2233,421.3792
13.0,2054,423.375423
18.0,2774,426.006971
15.0,1569,427.456333
16.0,1949,429.312333
23.0,1794,430.990185
21.0,1670,432.590282
29.0,2170,434.639693
36.0,3026,437.522336
15.0,2406,439.827847
16.0,1827,441.541583
16.0,1730,443.207263
22.0,1810,444.915419
14.0,2078,446.884229
17.0,2689,449.485369
14.0,1623,451.022778
35.0,1933,452.861987
15.0,1543,454.301394
32.0,2745,456.917861
24.0,2321,459.181911
10.0,1872,460.990647
50.0,3833,464.747217
27.0,2110,466.724078
16.0,2802,469.386066
23.0,2234,471.519789
16.0,2296,473.747818
15.0,1904,475.533724
17.0,2022,477.452842
12.0,2228,479.566885
18.0,2554,481.976778
10.0,2194,484.035938
11.0,2159,486.074273
28.0,3083,488.980299
43.0,2661,491.490933
30.0,2734,494.095874
21.0,3166,497.100245
19.0,2870,499.901434
10.0,2122,501.88605
28.0,2970,504.744906
12.0,1775,506.419235
24.0,2412,508.696513
27.0,2497,511.044006
10.0,2062,512.977746
16.0,2295,515.129185
23.0,2827,517.777839
22.0,2540,520.197099
30.0,3318,523.503421
45.0,3324,526.635522
22.0,2711,529.193936
11.0,2116,531.236179
18.0,3431,534.589784
14.0,2165,536.598333
19.0,2962,539.377911
18.0,2517,541.713774
14.0,1962,543.527239
19.0,2836,546.169696
20.0,2458,548.494476
18.0,2428,550.772177
9.0,1897,552.571934
13.0,2301,554.714871
12.0,1791,556.395612
26.0,3104,559.306407
20.0,2345,561.464153
29.0,2214,563.557873
21.0,1999,565.441245
15.0,2100,567.385016
26.0,2431,569.653766
21.0,2351,571.844726
27.0,3281,574.949505
29.0,2267,577.047271
14.0,2522,579.40732
11.0,1950,581.251737
28.0,3266,584.367649
24.0,2411,586.631404
17.0,2508,588.987324
20.0,1933,590.803758
48.0,3184,593.875797
46.0,3710,597.370882
33.0,3588,600.730893
27.0,3996,604.527304
11.0,2231,606.678239
27.0,3143,609.666167
20.0,3304,612.833606
19.0,2282,614.963912
36.0,2547,617.377982
18.0,1513,618.779521
24.0,2174,620.838272
18.0,2046,622.811069
28.0,2345,625.05326
24.0,3137,628.046643
32.0,3155,631.047331
20.0,2429,633.361243
48.0,2680,635.918212
38.0,4255,639.975365
10.0,1917,641.765538
14.0,2598,644.308995
15.0,2807,647.005588
39.0,2866,649.762923
5.0,1236,650.940148
31.0,2214,653.083184
28.0,2869,655.817223
30.0,3535,659.168457
17.0,2555,661.599699
24.0,1932,663.450237
38.0,3261,666.530597
36.0,4040,670.3907
19.0,2530,672.819754
19.0,3244,675.891159
17.0,1956,677.725628
23.0,2922,680.445959
26.0,3331,683.652627
35.0,2960,686.49598
69.0,4734,691.032592
19.0,2566,693.488817
38.0,3399,696.696841
20.0,2065,698.650575
23.0,3421,701.945194
23.0,2931,704.806099
36.0,2195,706.873272
352.0,4690,711.304535
65.0,4195,715.333077
34.0,2060,717.282285
20.0,3502,720.598629
46.0,3733,724.149592
27.0,3606,727.570432
24.0,2368,729.816334
26.0,3038,732.681831
39.0,2065,734.606972
21.0,2969,737.45561
17.0,2501,739.801476
18.0,2840,742.495596
28.0,3336,745.650487
34.0,3957,749.41687
12.0,2419,751.670615
39.0,4364,755.812388
18.0,2776,758.434587
43.0,3999,762.314006
